"投稿日時","text"
"2025/09/06 16:37","属人化していた業務の担当者が、骨折で入院...非常事態に...これがきっかけで、VBAで一気に自動化に踏み切ることに。結果、紙の仕分け業務は3時間から5分に短縮。"
"2025/09/06 16:13","ウィルスメールについては、AIだとむしろ指定した形式のファイルしか開けないので、ウィルスに感染したファイルを開くケースを減らせるのでは、とのこと。"
"2025/09/07 00:05","孤独になると視野も狭くなりがち(遠い目)今草の根レベルで部署での勉強会を開いてみたり「私は初心者だし、周囲のITつよつよメンバーに気後れしてる…でもこういうことを一緒にやりたい」を雑談ベースで話せる仲間が欲しかったので今回思い切って参加しました！"
"2025/09/06 14:07","イーロン・マスクよりも昔からX（ツイッター）やってるでつかみはOK"
"2025/09/06 13:31","スタッフ紹介多すぎて疲れてる主宰"
"2025/09/06 16:45","パネルディスカッション業務改善しようとすると、社内から抵抗がある、長く続かないなど問題があるちょっとめんどくさいの改善を積み重ねるステップを追って、小さく積み上げる"
"2025/09/06 13:35","今日の会場はサイボウズ様のご厚意で使わせていただいております！"
"2025/09/06 13:27","ノンプロキャンプに参加。ノンプロ研から遠ざかっていました…今日は明日からのやる気を呼び起こして帰ります！"
"2025/09/06 14:54","定年退職のアプローチは綺麗に線が引かれているわけではなかった。定年前の在職時に受けたセミナーで、なれる「最高」の自分を探求するという事を受講。子どもたちの未来をサポートしたい事をやりたいと感じた。その後ノンプロ研の越境学習にも参加。"
"2025/09/07 07:56","チーム:2人目の仲間の見つけ方のみんなと最高のセッションができました！ありがとう！aliceさんの登壇で社内勉強会のメリットを実感し、azumiさんの登壇で自分のためにコミュニティを運営すればいいんだと勇気をもらいました！"
"2025/09/06 16:54","「バックオフィスはコストセンターか」個人的な感覚だと、意外とDX推進する側がコスト扱いされてることが多いかも🥲かなしみ🥲"
"2025/09/06 14:55","Zoom有料ライセンスを持ってたので、呼ばれまくる"
"2025/09/06 16:39","そやねんすぎる"
"2025/09/07 22:38","このアプリが出来たのも、ノンプロ研の部活で、ハチをモチーフにみんなが頑張れる仕組みを作ってる方がいて「自分の好きにやる」ってこういう事なんだなぁ。って改めて気付かされたからです！"
"2025/09/06 17:08","実は、今日の登壇スライドは、全てAIで作りました。でもAIにお任せでは無く、かなり時間かけて調整しました！"
"2025/09/06 14:19","面接で情シスのニーズを投げかれられて気づきを得られたそう。"
"2025/09/06 17:32","毎回思うけどこの静寂の時間なんとかならんのかwwwwww"
"2025/09/06 16:14","稼げる総務の実践者　いいね〜〜！"
"2025/09/06 14:40","かわいい"
"2025/09/06 13:06","始まりましたー!!!ノンプログラマーテックキャンプ"
"2025/09/06 14:08","モヤモヤしてますか？"
"2025/09/06 16:17","他人のための業務改善は難しい。わかりみが深い、、、、"
"2025/09/06 14:33","必要と思ったことに都度手を出しただけ"
"2025/09/07 07:58","オフラインでたくさんの方と交流する機会って大事ですね。ノンプロ研以外でもこういったイベントがあれば参加してみたいと思いました。"
"2025/09/06 15:11","パネルディスカッション。どうしたら本気になれる？ ⋯ とか、なかなかに難しすぎる話題。どうなんだろう。そして思い返してみると、何事も目の前のことには本気な感じもするし、そもそも ""本気"" が何かわからなくなってもくるみたいな心地で。 "
"2025/07/19 21:41","ペルソナキャラたち、めっちゃいい！愛着めちゃ湧く！！"
"2025/09/05 07:00","前日😆これまでたくさんのお申し込みありがとうございました☺️Peatix申し込みは本日23:59で締め切りとなります！当日の申し込みはできませんのでお早めに！✨"
"2025/09/06 17:28","201人：参加申し込みしていただいた人53人：運営・準備に関わった人"
"2025/09/06 15:08","毎回参加して思うけどノンプロ研っていいところだな～ｗ"
"2025/09/06 16:25","後半はハンズオン🎵 手取り足取り教えていただいて、人生初のAppSheetを作ってみます！！！！！！！どきどき！！！！！！！！😳😳😳😳😳😳"
"2025/09/06 13:49","イベント全体を楽しみにいらっしゃったようです。"
"2025/09/07 08:08","クエストコンプリート！このアプリほんとすごい。楽しかった〜🎉"
"2025/09/07 08:57","すごい感動する🥹リアタイでは聞けなかったけど、泣いちゃう気がする。人は何者にでもなれる。アーカイブ動画を楽しみにしよっと。"
"2025/09/06 14:13","「ショートカットキーはやれば誰でもできるようになる」ショートカット勉強会を通じて知り合いがふえて、仕事が円滑になったそう"
"2025/09/06 14:11","1日5分のショートカットキー練習会楽しそう！"
"2025/09/06 16:58","教育とAIAIを前提とした人間形成最終的には「人間らしさ」が重要AIの適切な使い方を教育する"
"2025/09/06 14:49","定年退職した次の月に個人事業主登録でも何かしたわけではない"
"2025/09/06 14:39","社長がすべき5つのこと②示す "
"2025/09/06 13:21","始まりました〜！"
"2025/09/06 16:40","浮いた資金と時間を再投資することも大事。そしてノンプロ研に入り、知らないことが知れたことが良かった。自分だけ苦しいわけではないと分かった。部活でも楽しめる。"
"2025/09/06 16:01","生成AI案件でROIが最も高いのはバックオフィスへの適用らしい"
"2025/09/06 17:17","意欲の高い人たちが集まっている場所なのが、なによりいちばんの魅力な場所に感じるノンプログラマーズ・テックキャンプで。そう思うとここ数年、そういう ""意欲高い人たちに出会う機会の多い"" 季節かもとも表現できる気がしてみたり。"
"2025/09/06 14:12","ゲーム/趣味が先に未来を見せてくれたゲームの中のコミュニティではIT系の人が多かったへーへー"
"2025/09/06 14:14","これ全部のセッションのポスト集まっちゃってまとめたらカオスになるよねセッションごとのハッシュタグ決めておけばよかったかも？"
"2025/09/06 16:07","n8nつかってるらしー！"
"2025/09/06 12:52","実は…技術同人誌執筆しました。2冊目企画中です！"
"2025/09/06 16:22","フロントオフィスの人は、バックオフィス側の知識が追い付いていない。社内には温度差があり、生身のコミュニケーション力やファシリ力の重要さを再認識した。"
"2025/09/06 14:36"," 「流行よりもワクワク」「自分の適性を知りそこで戦う」「楽して稼げる、を信じない」"
"2025/09/06 13:25","クエストすごい！"
"2025/09/06 15:47","後半はこちら参加しますー"
"2025/09/06 14:32","スキルのおかげで、いつでも異動できるようになったそして、何よりも毎日が充実。→何よりもこれですよね〜"
"2025/09/06 17:03","ノンプロ研の会費は無駄になりません！"
"2025/09/06 14:08","みなこさん登壇上手いなぁ〜✨面白くてシンプルにわかりやすい！"
"2025/08/22 07:10","ノンプロキャンプ 定員越えしましたが嬉しいことに毎日申し込みをいただいております☺️生成AIの民主化で興味関心や悩みがまさに今回ご用意しているコンテンツにフィットすると思っています😌まだ申込は可能です🫶お早めに😌❤"
